external_gene_name
ENSG00000004487	KDM1A
ENSG00000225116	AL353193.1
ENSG00000225370	AC243962.1
ENSG00000225377	NRSN2-AS1
ENSG00000226572	SNORD57
ENSG00000226632	UBE2V1P1
ENSG00000226644	AL121899.1
ENSG00000226696	LENG8-AS1
ENSG00000227407	AC245884.1
ENSG00000228293	AL049712.1
ENSG00000228323	MYADM-AS1
ENSG00000229000	SEPTIN7P8
ENSG00000229686	SNORD56
ENSG00000229728	AL136531.1
ENSG00000230568	SF3A3P1
ENSG00000231274	SBK3
ENSG00000232098	AC012313.1
ENSG00000232220	AC008440.1
ENSG00000232528	AL109809.1
ENSG00000233493	TMEM238
ENSG00000233896	PDYN-AS1
ENSG00000234684	SDCBP2-AS1
ENSG00000235081	AC245052.3
ENSG00000235958	UBOX5-AS1
ENSG00000235974	VN2R19P
ENSG00000237017	AC245052.4
ENSG00000237914	SIRPG-AS1
ENSG00000238150	AC008753.1
ENSG00000240225	ZNF542P
ENSG00000240296	AC245052.5
ENSG00000241015	TPM3P9
ENSG00000241069	AC125388.1
ENSG00000241434	AC022137.1
ENSG00000242255	RPL39P34
ENSG00000242411	AC011506.1
ENSG00000242779	ZNF702P
ENSG00000243494	AC011476.1
ENSG00000243642	RN7SL526P
ENSG00000243680	RPL37P23
ENSG00000244071	RPL9P33
ENSG00000244588	RAD21L1
ENSG00000247315	ZCCHC3
ENSG00000249435	AC022137.2
ENSG00000249471	ZNF324B
ENSG00000250507	AC245884.6
ENSG00000250731	TPM3P6
ENSG00000251369	ZNF550
ENSG00000251843	RNU6-803P
ENSG00000252063	RNU6-1041P
ENSG00000252191	RNU6-751P
ENSG00000252334	RNU6-1337P
ENSG00000252979	RNU6-165P
ENSG00000255875	AC008813.1
ENSG00000256060	TRAPPC2B
ENSG00000256087	ZNF432
ENSG00000256566	AL049650.2
ENSG00000256683	ZNF350
ENSG00000258405	ZNF578
ENSG00000258713	C20orf141
ENSG00000258873	DUXA
ENSG00000260160	AC011468.1
ENSG00000260861	AL049634.2
ENSG00000261221	ZNF865
ENSG00000262874	C19orf84
ENSG00000263905	RN7SL555P
ENSG00000264910	RN7SL525P
ENSG00000265272	RN7SL693P
ENSG00000266932	AC006116.3
ENSG00000267096	AC008735.1
ENSG00000267110	AC010327.2
ENSG00000267117	AC010525.1
ENSG00000267145	AC006116.4
ENSG00000267149	AC011476.2
ENSG00000267216	AC020915.1
ENSG00000267265	AC011476.3
ENSG00000267298	AC006116.6
ENSG00000267421	AC005498.2
ENSG00000267429	AC006116.7
ENSG00000267454	ZNF582-AS1
ENSG00000267507	AC010327.3
ENSG00000267522	LINC01864
ENSG00000267523	AC008735.2
ENSG00000267549	AC006116.9
ENSG00000267577	AC010327.4
ENSG00000267606	AC006116.10
ENSG00000267649	AC010327.5
ENSG00000267710	EDDM13
ENSG00000267776	AC006116.11
ENSG00000267809	NDUFV2P1
ENSG00000267827	AC011468.2
ENSG00000267858	MZF1-AS1
ENSG00000267871	ZNF460-AS1
ENSG00000267879	AC011483.1
ENSG00000267905	AC008750.3
ENSG00000267927	AC010320.2
ENSG00000267943	AC010328.1
ENSG00000267984	AC008750.4
ENSG00000268015	AC010320.3
ENSG00000268049	AC012313.2
ENSG00000268067	OR5AH1P
ENSG00000268095	ZNF649-AS1
ENSG00000268107	AC003005.1
ENSG00000268133	AC003002.1
ENSG00000268144	NIFKP6
ENSG00000268163	AC004076.1
ENSG00000268182	SMIM17
ENSG00000268201	AC020915.2
ENSG00000268205	AC005261.1
ENSG00000268230	AC012313.3
ENSG00000268282	AC010328.2
ENSG00000268293	AC008751.1
ENSG00000268379	AC025588.1
ENSG00000268390	AC011473.1
ENSG00000268392	AC003682.1
ENSG00000268407	AC006115.1
ENSG00000268458	AC011468.3
ENSG00000268496	AC245884.9
ENSG00000268516	AC020915.3
ENSG00000268520	AC008750.5
ENSG00000268533	AC003002.2
ENSG00000268593	AC008749.1
ENSG00000268595	AC063977.3
ENSG00000268654	MIMT1
ENSG00000268660	LETM1P2
ENSG00000268678	AC005261.2
ENSG00000268713	AC005261.3
ENSG00000268723	AC005261.4
ENSG00000268729	AC020922.2
ENSG00000268750	AC010522.1
ENSG00000268777	AC020914.1
ENSG00000268842	AC092070.1
ENSG00000268864	AC011487.2
ENSG00000268886	AC022150.1
ENSG00000268889	AC008750.7
ENSG00000268895	A1BG-AS1
ENSG00000268906	AC011473.3
ENSG00000268912	AC012313.5
ENSG00000268964	ERVV-2
ENSG00000268970	AC022150.2
ENSG00000269001	AC092070.2
ENSG00000269026	AC003006.1
ENSG00000269032	AC016629.1
ENSG00000269054	AC012313.6
ENSG00000269072	AC063977.6
ENSG00000269082	AC010328.3
ENSG00000269097	TPRG1LP1
ENSG00000269102	AC010320.4
ENSG00000269106	AC012313.7
ENSG00000269235	ZNF350-AS1
ENSG00000269236	AC008751.2
ENSG00000269288	AC092070.3
ENSG00000269304	FKBP1AP1
ENSG00000269343	ZNF587B
ENSG00000269388	AC018755.3
ENSG00000269403	AC008750.8
ENSG00000269473	AC012313.8
ENSG00000269476	AC010326.2
ENSG00000269524	AC245052.7
ENSG00000269526	ERVV-1
ENSG00000269533	AC003002.3
ENSG00000269535	AC010320.5
ENSG00000269564	AC008753.2
ENSG00000269600	AC016629.2
ENSG00000269646	AC010487.1
ENSG00000269696	AC005498.3
ENSG00000269699	ZIM2
ENSG00000269758	AC092070.4
ENSG00000269793	ZIM2-AS1
ENSG00000269794	AC010642.1
ENSG00000269825	AC022150.4
ENSG00000269834	ZNF528-AS1
ENSG00000269842	AC011453.1
ENSG00000269855	RNF225
ENSG00000269859	AC008735.3
ENSG00000269867	AC010326.3
ENSG00000269873	AC245884.10
ENSG00000269877	AC008753.3
ENSG00000269959	SPACA6P-AS
ENSG00000270248	AC011468.4
ENSG00000270299	AL121758.1
ENSG00000270347	AC011453.2
ENSG00000270804	AC010326.4
ENSG00000270837	HNRNPDLP4
ENSG00000271303	SRXN1
ENSG00000271798	SNORA51
ENSG00000273901	AC012313.9
ENSG00000274269	AL031665.1
ENSG00000274322	AL136531.2
ENSG00000274380	MIR6801
ENSG00000274777	AC004792.1
ENSG00000274892	AC011487.4
ENSG00000275012	AC011476.8
ENSG00000275055	AC011468.5
ENSG00000275183	LENG9
ENSG00000275210	AC245884.11
ENSG00000275491	LINC01730
ENSG00000275519	MIR6804
ENSG00000275924	MIR6807
ENSG00000276206	AC012314.9
ENSG00000276449	AC004076.2
ENSG00000276570	AC010327.6
ENSG00000276578	AC004696.1
ENSG00000276649	AL117335.1
ENSG00000276831	AC020922.4
ENSG00000277287	AL109976.1
ENSG00000277977	AC010332.1
ENSG00000278328	MIR6802
ENSG00000279676	AC011483.3
ENSG00000279794	AC024580.2
ENSG00000280162	AL136531.3
ENSG00000283103	AC010642.2
ENSG00000283236	AC074141.1
ENSG00000283515	AC020915.5
ENSG00000283567	C19orf85
ENSG00000284029	MIR6805
ENSG00000284436	MIR6869
ENSG00000284481	MIR1292
ENSG00000025293	PHF20
ENSG00000053438	NNAT
ENSG00000061656	SPAG4
ENSG00000064205	CCN5
ENSG00000077984	CST7
ENSG00000078699	CBFA2T2
ENSG00000078747	ITCH
ENSG00000078804	TP53INP2
ENSG00000078814	MYH7B
ENSG00000080839	RBL1
ENSG00000080845	DLGAP4
ENSG00000088298	EDEM2
ENSG00000088305	DNMT3B
ENSG00000088320	REM1
ENSG00000088325	TPX2
ENSG00000088340	FER1L4
ENSG00000088356	PDRG1
ENSG00000088367	EPB41L1
ENSG00000088766	CRLS1
ENSG00000088826	SMOX
ENSG00000088930	XRN2
ENSG00000088970	KIZ
ENSG00000089006	SNX5
ENSG00000089048	ESF1
ENSG00000089050	RBBP9
ENSG00000089057	SLC23A2
ENSG00000089063	TMEM230
ENSG00000089091	DZANK1
ENSG00000089101	CFAP61
ENSG00000089123	TASP1
ENSG00000089177	KIF16B
ENSG00000089195	TRMT6
ENSG00000089199	CHGB
ENSG00000100983	GSS
ENSG00000100987	VSX1
ENSG00000100991	TRPC4AP
ENSG00000100994	PYGB
ENSG00000100997	ABHD12
ENSG00000101000	PROCR
ENSG00000101003	GINS1
ENSG00000101004	NINL
ENSG00000101019	UQCC1
ENSG00000101049	SGK2
ENSG00000101052	IFT52
ENSG00000101057	MYBL2
ENSG00000101074	R3HDML
ENSG00000101076	HNF4A
ENSG00000101079	NDRG3
ENSG00000101082	SLA2
ENSG00000101084	RAB5IF
ENSG00000101230	ISM1
ENSG00000101236	RNF24
ENSG00000101247	NDUFAF5
ENSG00000101251	SEL1L2
ENSG00000101265	RASSF2
ENSG00000101290	CDS2
ENSG00000101292	PROKR2
ENSG00000101294	HM13
ENSG00000101306	MYLK2
ENSG00000101310	SEC23B
ENSG00000101311	FERMT1
ENSG00000101331	CCM2L
ENSG00000101333	PLCB4
ENSG00000101335	MYL9
ENSG00000101336	HCK
ENSG00000101337	TM9SF4
ENSG00000101342	TLDC2
ENSG00000101343	CRNKL1
ENSG00000101346	POFUT1
ENSG00000101347	SAMHD1
ENSG00000101349	PAK5
ENSG00000101350	KIF3B
ENSG00000101353	MROH8
ENSG00000101363	MANBAL
ENSG00000101367	MAPRE1
ENSG00000101384	JAG1
ENSG00000101391	CDK5RAP1
ENSG00000101400	SNTA1
ENSG00000101407	TTI1
ENSG00000101412	E2F1
ENSG00000101413	RPRD1B
ENSG00000101417	PXMP4
ENSG00000101421	CHMP4B
ENSG00000101438	SLC32A1
ENSG00000101439	CST3
ENSG00000101440	ASIP
ENSG00000101441	CST4
ENSG00000101442	ACTR5
ENSG00000101444	AHCY
ENSG00000101445	PPP1R16B
ENSG00000101447	FAM83D
ENSG00000101452	DHX35
ENSG00000101460	MAP1LC3A
ENSG00000101463	SYNDIG1
ENSG00000101464	PIGU
ENSG00000101474	APMAP
ENSG00000101898	MCTS2P
ENSG00000118702	GHRH
ENSG00000118705	RPN2
ENSG00000118707	TGIF2
ENSG00000124120	TTPAL
ENSG00000124143	ARHGAP40
ENSG00000124177	CHD6
ENSG00000124181	PLCG1
ENSG00000124191	TOX2
ENSG00000124193	SRSF6
ENSG00000124194	GDAP1L1
ENSG00000124249	KCNK15
ENSG00000125772	GPCPD1
ENSG00000125779	PANK2
ENSG00000125804	FAM182A
ENSG00000125812	GZF1
ENSG00000125813	PAX1
ENSG00000125814	NAPB
ENSG00000125816	NKX2-4
ENSG00000125821	DTD1
ENSG00000125827	TMX4
ENSG00000125831	CST11
ENSG00000125844	RRBP1
ENSG00000125845	BMP2
ENSG00000125846	ZNF133
ENSG00000125848	FLRT3
ENSG00000125850	OVOL2
ENSG00000125851	PCSK2
ENSG00000125863	MKKS
ENSG00000125864	BFSP1
ENSG00000125868	DSTN
ENSG00000125869	LAMP5
ENSG00000125870	SNRPB2
ENSG00000125871	MGME1
ENSG00000125872	LRRN4
ENSG00000125885	MCM8
ENSG00000125888	BANF2
ENSG00000125965	GDF5
ENSG00000125966	MMP24
ENSG00000125967	NECAB3
ENSG00000125968	ID1
ENSG00000125970	RALY
ENSG00000125971	DYNLRB1
ENSG00000125977	EIF2S2
ENSG00000125991	ERGIC3
ENSG00000125995	ROMO1
ENSG00000125997	BPIFB9P
ENSG00000126001	CEP250
ENSG00000126003	PLAGL2
ENSG00000126005	MMP24OS
ENSG00000129988	LBP
ENSG00000130684	ZNF337
ENSG00000131043	AAR2
ENSG00000131044	TTLL9
ENSG00000131051	RBM39
ENSG00000131055	COX4I2
ENSG00000131061	ZNF341
ENSG00000131067	GGT7
ENSG00000131069	ACSS2
ENSG00000132623	ANKEF1
ENSG00000132639	SNAP25
ENSG00000132640	BTBD3
ENSG00000132646	PCNA
ENSG00000132661	NXT1
ENSG00000132664	POLR3F
ENSG00000132669	RIN2
ENSG00000132792	CTNNBL1
ENSG00000132793	LPIN3
ENSG00000132821	VSTM2L
ENSG00000132823	OSER1
ENSG00000132824	SERINC3
ENSG00000132832	AL139352.1
ENSG00000149346	SLX4IP
ENSG00000149435	GGTLC1
ENSG00000149443	SCP2D1-AS1
ENSG00000149474	KAT14
ENSG00000149531	FRG1BP
ENSG00000149596	JPH2
ENSG00000149599	DUSP15
ENSG00000149600	COMMD7
ENSG00000149609	C20orf144
ENSG00000149633	KIAA1755
ENSG00000149636	DSN1
ENSG00000149639	SOGA1
ENSG00000149646	CNBD2
ENSG00000154930	ACSS1
ENSG00000166619	BLCAP
ENSG00000168734	PKIG
ENSG00000170191	NANP
ENSG00000170367	CST5
ENSG00000170369	CST2
ENSG00000170373	CST1
ENSG00000170471	RALGAPB
ENSG00000171222	SCAND1
ENSG00000171456	ASXL1
ENSG00000171552	BCL2L1
ENSG00000171864	PRND
ENSG00000171867	PRNP
ENSG00000171873	ADRA1D
ENSG00000171984	SHLD1
ENSG00000172264	MACROD2
ENSG00000172296	SPTLC3
ENSG00000173404	INSM1
ENSG00000173418	NAA20
ENSG00000174306	ZHX3
ENSG00000174365	SNHG11
ENSG00000175170	FAM182B
ENSG00000175730	BAK1P1
ENSG00000178726	THBD
ENSG00000179935	LINC00652
ENSG00000180483	DEFB119
ENSG00000181741	FDX1P1
ENSG00000182584	ACTL10
ENSG00000182621	PLCB1
ENSG00000183798	EMILIN3
ENSG00000185052	SLC24A3
ENSG00000185513	L3MBTL1
ENSG00000186191	BPIFB4
ENSG00000188559	RALGAPA2
ENSG00000196090	PTPRT
ENSG00000196756	SNHG17
ENSG00000196839	ADA
ENSG00000197122	SRC
ENSG00000197183	NOL4L
ENSG00000197296	FITM2
ENSG00000197586	ENTPD6
ENSG00000198547	C20orf203
ENSG00000198646	NCOA6
ENSG00000198900	TOP1
ENSG00000198959	TGM2
ENSG00000199024	MIR103A2
ENSG00000199266	SNORA60
ENSG00000199509	RNA5SP477
ENSG00000199691	RN7SKP173
ENSG00000200354	SNORA71D
ENSG00000201151	AL135844.1
ENSG00000201221	RNU4-40P
ENSG00000201348	RNU105B
ENSG00000201372	RNU6-1251P
ENSG00000201498	AL356299.1
ENSG00000201512	SNORA71C
ENSG00000201728	RNA5SP479
ENSG00000201770	RNU6-384P
ENSG00000201811	AL391095.1
ENSG00000202150	RNU6-407P
ENSG00000202255	AL031662.1
ENSG00000202260	RN7SKP69
ENSG00000202414	AL035252.1
ENSG00000204103	MAFB
ENSG00000204117	AL162293.1
ENSG00000204183	GDF5-AS1
ENSG00000204393	NOL4L-DT
ENSG00000204548	DEFB121
ENSG00000204556	AL450124.1
ENSG00000204684	AL133464.1
ENSG00000205181	LINC00654
ENSG00000205611	LINC01597
ENSG00000206249	AL359555.1
ENSG00000206582	AL136173.1
ENSG00000206998	AL031681.1
ENSG00000207053	RNU6-937P
ENSG00000207997	MIR644A
ENSG00000212232	SNORD17
ENSG00000212517	AL121924.1
ENSG00000212536	RNA5SP474
ENSG00000213384	EIF4E2P1
ENSG00000213742	ZNF337-AS1
ENSG00000213959	AL035419.1
ENSG00000213979	RPL7AP14
ENSG00000214078	CPNE1
ENSG00000214185	XPOTP1
ENSG00000214200	TPM3P2
ENSG00000214535	RPS15AP1
ENSG00000214612	RPS19P1
ENSG00000215467	RPL27AP
ENSG00000215529	EFCAB8
ENSG00000215546	DKKL1P1
ENSG00000215553	KRT18P3
ENSG00000215586	AL031679.1
ENSG00000218902	PTMAP3
ENSG00000219608	HIGD1AP16
ENSG00000221763	MIR1289-1
ENSG00000221806	RNU6ATAC34P
ENSG00000222460	RN7SKP271
ENSG00000222612	RNU2-52P
ENSG00000223128	RN7SKP140
ENSG00000223864	NPM1P19
ENSG00000223891	OSER1-DT
ENSG00000224274	ENSAP1
ENSG00000224452	RSL24D1P6
ENSG00000224497	RPL36P4
ENSG00000224628	AL121723.1
ENSG00000224635	AL391095.2
ENSG00000224711	LINC01706
ENSG00000225022	UBE2D3P1
ENSG00000225069	AL080312.1
ENSG00000225091	SNORA71A
ENSG00000225127	LINC00237
ENSG00000225170	AL049737.1
ENSG00000225246	RPS2P1
ENSG00000225280	AL158013.1
ENSG00000225357	RPF2P1
ENSG00000225458	AL049812.2
ENSG00000225479	PLCB1-IT1
ENSG00000225988	LAMP5-AS1
ENSG00000226038	PPIAP21
ENSG00000226243	RPL37AP1
ENSG00000226405	AL133325.1
ENSG00000226465	AL390198.1
ENSG00000226608	FTLP3
ENSG00000226648	PLCG1-AS1
ENSG00000226812	AL117382.2
ENSG00000226948	RPS4XP2
ENSG00000226995	LINC00658
ENSG00000227063	RPL41P1
ENSG00000227195	MIR663AHG
ENSG00000227343	RPL15P1
ENSG00000227379	PPIAP2
ENSG00000227401	RPL37P1
ENSG00000227563	RNF11P2
ENSG00000227688	HNRNPA3P2
ENSG00000227906	SNAP25-AS1
ENSG00000227927	MACROD2-IT1
ENSG00000228156	AL133343.1
ENSG00000228422	LINC00687
ENSG00000228476	CSTP1
ENSG00000228539	AL157413.1
ENSG00000228809	AL034428.1
ENSG00000228888	LINC01428
ENSG00000228935	AL353132.1
ENSG00000228958	PIGPP3
ENSG00000229005	HNF4A-AS1
ENSG00000229230	MT1P3
ENSG00000229262	AL160411.2
ENSG00000229539	PANK2-AS1
ENSG00000229766	AL021396.1
ENSG00000229876	CASC20
ENSG00000230010	AL049646.1
ENSG00000230155	CEP250-AS1
ENSG00000230400	LINC01747
ENSG00000230495	AL132765.1
ENSG00000230613	HM13-AS1
ENSG00000230750	SDAD1P2
ENSG00000230753	ZNF341-AS1
ENSG00000230772	VN1R108P
ENSG00000230837	RPL31P2
ENSG00000230935	RPS3P1
ENSG00000230990	AL049649.1
ENSG00000231071	IDI1P3
ENSG00000231081	AL078587.1
ENSG00000231241	RPS3AP3
ENSG00000231470	HMGB3P2
ENSG00000231795	ITCH-IT1
ENSG00000231934	FAM242A
ENSG00000231961	AL035461.2
ENSG00000232136	DUXAP7
ENSG00000232241	DYNLT3P1
ENSG00000232271	AL096799.1
ENSG00000232333	RPS27AP2
ENSG00000232406	AL121895.1
ENSG00000232493	RPL12P11
ENSG00000232645	LINC01431
ENSG00000232712	KIZ-AS1
ENSG00000232838	PET117
ENSG00000232907	DLGAP4-AS1
ENSG00000233146	BPIFB5P
ENSG00000233293	AL133343.2
ENSG00000233354	LINC00028
ENSG00000233402	TARDBPP1
ENSG00000233415	AL133419.1
ENSG00000233625	AL035045.1
ENSG00000234139	AL035420.1
ENSG00000234241	AL109618.1
ENSG00000234271	Z98752.2
ENSG00000234274	COX7BP2
ENSG00000234832	NXT1-AS1
ENSG00000234878	HSPE1P1
ENSG00000235036	AL035456.1
ENSG00000235044	PPIAP3
ENSG00000235065	RPL24P2
ENSG00000235214	FAM83C-AS1
ENSG00000235217	TSPY26P
ENSG00000235313	HM13-IT1
ENSG00000235408	SNORA71B
ENSG00000235544	RPS11P1
ENSG00000235698	PA2G4P2
ENSG00000236121	HAUS6P2
ENSG00000236151	AL110503.1
ENSG00000236159	AL031659.1
ENSG00000236387	AL139350.1
ENSG00000236388	ITCH-AS1
ENSG00000236456	AL035458.1
ENSG00000236526	AL035448.1
ENSG00000236559	BCL2L1-AS1
ENSG00000236811	GAPDHP2
ENSG00000236992	RPL12P12
ENSG00000237929	RPL31P3
ENSG00000238034	AL109807.1
ENSG00000238282	AL121781.1
ENSG00000241229	RN7SL443P
ENSG00000242372	EIF6
ENSG00000242507	FO393401.1
ENSG00000242509	RN7SL156P
ENSG00000242748	RPL23AP81
ENSG00000244005	NFS1
ENSG00000250917	AL035458.2
ENSG00000251883	RNU6ATAC17P
ENSG00000252096	AL389886.1
ENSG00000252549	RNU6-759P
ENSG00000259399	TGIF2-RAB5IF
ENSG00000260032	NORAD
ENSG00000260257	AL035071.1
ENSG00000260536	AL035071.2
ENSG00000260903	XKR7
ENSG00000261431	AL023803.1
ENSG00000261582	AL121753.1
ENSG00000263989	RN7SL615P
ENSG00000264616	MIR4755
ENSG00000265137	MIR3192
ENSG00000266151	MIR3646
ENSG00000268628	AL121761.1
ENSG00000269846	AL136172.1
ENSG00000270001	AL121894.2
ENSG00000270792	AL050403.2
ENSG00000271397	AL109837.1
ENSG00000271426	AL109983.1
ENSG00000272407	AL022394.1
ENSG00000272897	AL109827.1
ENSG00000272945	AL356299.3
ENSG00000273148	LINC00653
ENSG00000273951	AL031667.3
ENSG00000273986	AL050318.1
ENSG00000273998	AL049794.1
ENSG00000274173	AL035661.1
ENSG00000274309	SNORA71E
ENSG00000274364	AL110115.1
ENSG00000274414	AL121772.1
ENSG00000274469	LINC01746
ENSG00000274825	AL023803.2
ENSG00000274863	AL135936.1
ENSG00000275223	AL121906.2
ENSG00000275358	AL080312.2
ENSG00000275453	MIR548O2
ENSG00000275457	AL117332.1
ENSG00000275576	AL049539.1
ENSG00000275582	AL031670.1
ENSG00000275632	AL035461.3
ENSG00000275728	AL049794.2
ENSG00000276169	MIR6871
ENSG00000276603	AL109614.1
ENSG00000276688	AL121757.3
ENSG00000276768	AL121890.2
ENSG00000276952	AL121772.3
ENSG00000277034	AL391095.5
ENSG00000277112	ANKRD20A21P
ENSG00000277235	AL035420.3
ENSG00000277301	AL034550.2
ENSG00000277373	AL132765.2
ENSG00000277425	AL121890.4
ENSG00000277581	AL023803.3
ENSG00000277611	Z98752.3
ENSG00000277901	AL390037.1
ENSG00000277938	AL035252.4
ENSG00000277965	AL133519.1
ENSG00000278012	AL031658.2
ENSG00000278041	AL133325.3
ENSG00000278192	AL118505.1
ENSG00000278276	AL110115.2
ENSG00000278367	AL356652.1
ENSG00000278383	AL031673.1
ENSG00000278719	MCM8-AS1
ENSG00000278816	AL121890.5
ENSG00000279082	LINC01727
ENSG00000279253	AL121753.2
ENSG00000279322	AL035252.5
ENSG00000280350	LINC01726
ENSG00000281376	ABALON
ENSG00000282478	AL109837.2
ENSG00000282826	FRG1CP
ENSG00000282870	FRG1DP
ENSG00000282876	Z98752.4
ENSG00000282949	PCMTD1P7
ENSG00000282995	FRG1EP
ENSG00000283005	CDC27P3
ENSG00000283072	AL158175.1
ENSG00000283320	MIR103B2
ENSG00000283405	AL121759.2
ENSG00000283433	RNA5SP532
ENSG00000283440	LINC01260
ENSG00000283443	AC018688.2
ENSG00000283527	AL357374.1
ENSG00000283568	ABBA01031658.1
ENSG00000284125	MIR1825
ENSG00000284776	AL121900.1
ENSG00000285144	AL359555.3
ENSG00000285230	RALY-AS1
ENSG00000285347	AL359555.4
ENSG00000285382	FO393400.1
ENSG00000285508	AL034430.1
ENSG00000285723	AL034430.2
ENSG00000000419	DPM1
ENSG00000019186	CYP24A1
ENSG00000020256	ZFP64
ENSG00000022277	RTF2
ENSG00000025772	TOMM34
ENSG00000026036	RTEL1-TNFRSF6B
ENSG00000026559	KCNG1
ENSG00000042062	RIPOR3
ENSG00000054793	ATP9A
ENSG00000054803	CBLN4
ENSG00000060491	OGFR
ENSG00000062598	ELMO2
ENSG00000064601	CTSA
ENSG00000064655	EYA2
ENSG00000064787	BCAS1
ENSG00000075043	KCNQ2
ENSG00000080189	SLC35C2
ENSG00000087460	GNAS
ENSG00000087495	PHACTR3
ENSG00000087510	TFAP2C
ENSG00000087586	AURKA
ENSG00000087589	CASS4
ENSG00000092758	COL9A3
ENSG00000100979	PLTP
ENSG00000100982	PCIF1
ENSG00000100985	MMP9
ENSG00000101017	CD40
ENSG00000101040	ZMYND8
ENSG00000101096	NFATC2
ENSG00000101098	RIMS4
ENSG00000101104	PABPC1L
ENSG00000101109	STK4
ENSG00000101115	SALL4
ENSG00000101126	ADNP
ENSG00000101132	PFDN4
ENSG00000101134	DOK5
ENSG00000101138	CSTF1
ENSG00000101144	BMP7
ENSG00000101146	RAE1
ENSG00000101150	TPD52L2
ENSG00000101152	DNAJC5
ENSG00000101158	NELFCD
ENSG00000101160	CTSZ
ENSG00000101161	PRPF6
ENSG00000101162	TUBB1
ENSG00000101166	PRELID3B
ENSG00000101180	HRH3
ENSG00000101181	MTG2
ENSG00000101182	PSMA7
ENSG00000101187	SLCO4A1
ENSG00000101188	NTSR1
ENSG00000101189	MRGBP
ENSG00000101190	TCFL5
ENSG00000101191	DIDO1
ENSG00000101193	GID8
ENSG00000101194	SLC17A9
ENSG00000101197	BIRC7
ENSG00000101198	NKAIN4
ENSG00000101199	ARFGAP1
ENSG00000101203	COL20A1
ENSG00000101204	CHRNA4
ENSG00000101210	EEF1A2
ENSG00000101213	PTK6
ENSG00000101216	GMEB2
ENSG00000101246	ARFRP1
ENSG00000101443	WFDC2
ENSG00000101457	DNTTIP1
ENSG00000101470	TNNC2
ENSG00000101473	ACOT8
ENSG00000124091	GCNT7
ENSG00000124092	CTCFL
ENSG00000124097	HMGB1P1
ENSG00000124098	FAM210B
ENSG00000124102	PI3
ENSG00000124103	FAM209A
ENSG00000124104	SNX21
ENSG00000124107	SLPI
ENSG00000124116	WFDC3
ENSG00000124126	PREX1
ENSG00000124134	KCNS1
ENSG00000124140	SLC12A5
ENSG00000124145	SDC4
ENSG00000124151	NCOA3
ENSG00000124155	PIGT
ENSG00000124159	MATN4
ENSG00000124160	NCOA5
ENSG00000124164	VAPB
ENSG00000124171	PARD6B
ENSG00000124172	ATP5F1E
ENSG00000124198	ARFGEF2
ENSG00000124201	ZNFX1
ENSG00000124203	ZNF831
ENSG00000124205	EDN3
ENSG00000124207	CSE1L
ENSG00000124208	TMEM189-UBE2V1
ENSG00000124209	RAB22A
ENSG00000124212	PTGIS
ENSG00000124214	STAU1
ENSG00000124215	CDH26
ENSG00000124216	SNAI1
ENSG00000124217	MOCS3
ENSG00000124222	STX16
ENSG00000124224	PPP4R1L
ENSG00000124225	PMEPA1
ENSG00000124226	RNF114
ENSG00000124228	DDX27
ENSG00000124233	SEMG1
ENSG00000124243	BCAS4
ENSG00000124251	TP53TG5
ENSG00000124256	ZBP1
ENSG00000124257	NEURL2
ENSG00000125510	OPRL1
ENSG00000125520	SLC2A4RG
ENSG00000125531	FNDC11
ENSG00000125533	BHLHE23
ENSG00000125534	PPDPF
ENSG00000130584	ZBTB46
ENSG00000130589	HELZ2
ENSG00000130590	SAMD10
ENSG00000130699	TAF4
ENSG00000130700	GATA5
ENSG00000130701	RBBP8NL
ENSG00000130702	LAMA5
ENSG00000130703	OSBPL2
ENSG00000130706	ADRM1
ENSG00000132801	ZSWIM3
ENSG00000132819	RBM38
ENSG00000132825	PPP1R3D
ENSG00000142192	APP
ENSG00000149635	OCSTAMP
ENSG00000149654	CDH22
ENSG00000149656	LINC00266-1
ENSG00000149657	LSM14B
ENSG00000149658	YTHDF1
ENSG00000149679	CABLES2
ENSG00000154639	CXADR
ENSG00000154640	BTG3
ENSG00000154642	C21orf91
ENSG00000154645	CHODL
ENSG00000154646	TMPRSS15
ENSG00000154654	NCAM2
ENSG00000154719	MRPL39
ENSG00000154721	JAM2
ENSG00000154723	ATP5PF
ENSG00000154727	GABPA
ENSG00000154734	ADAMTS1
ENSG00000154736	ADAMTS5
ENSG00000155304	HSPA13
ENSG00000155307	SAMSN1
ENSG00000155313	USP25
ENSG00000156239	N6AMT1
ENSG00000156253	RWDD2B
ENSG00000156256	USP16
ENSG00000156261	CCT8
ENSG00000156265	MAP3K7CL
ENSG00000156273	BACH1
ENSG00000158296	SLC13A3
ENSG00000158445	KCNB1
ENSG00000158470	B4GALT5
ENSG00000158480	SPATA2
ENSG00000166265	CYYR1
ENSG00000166913	YWHAB
ENSG00000168612	ZSWIM1
ENSG00000168634	WFDC13
ENSG00000171189	GRIK1
ENSG00000171695	LKAAEAR1
ENSG00000171700	RGS19
ENSG00000171703	TCEA2
ENSG00000171858	RPS21
ENSG00000171940	ZNF217
ENSG00000172216	CEBPB
ENSG00000172315	TP53RK
ENSG00000174403	MIR1-1HG-AS1
ENSG00000174407	MIR1-1HG
ENSG00000175063	UBE2C
ENSG00000175302	ANKRD30BP1
ENSG00000176054	RPL23P2
ENSG00000176659	C20orf197
